zipcode,year,risk_level,accident_frequency
90717,2018,0,116
90717,2019,0,101
90717,2020,0,83
90717,2021,0,33
90717,2022,0,28
90723,2010,0,8
90723,2011,0,8
90723,2012,0,5
90723,2013,0,2
90723,2014,0,7
90723,2015,0,0
90723,2016,0,0
90723,2017,0,0
90723,2018,0,0
90723,2019,0,0
90723,2020,0,0
90723,2021,0,0
90723,2022,0,0
90731,2010,2,354
90731,2011,2,388
90731,2012,2,339
90731,2013,2,367
90731,2014,2,351
90731,2015,2,343
90731,2016,2,399
90731,2017,2,380
90731,2018,2,371
90731,2019,2,458
90731,2020,2,385
90731,2021,1,187
90731,2022,1,153
90732,2010,0,86
90732,2011,0,72
90732,2012,0,77
90732,2013,0,86
90732,2014,0,54
90732,2015,0,60
90732,2016,0,53
90732,2017,0,64
90732,2018,0,57
90732,2019,0,73
90732,2020,0,78
90732,2021,0,27
90732,2022,0,19
90744,2010,2,369
90744,2011,2,351
90744,2012,2,350
90744,2013,2,323
90744,2014,2,295
90744,2015,2,413
90744,2016,2,406
90744,2017,2,393
90744,2018,2,414
90744,2019,2,478
90744,2020,2,428
90744,2021,1,195
90744,2022,1,165
90745,2010,0,25
90745,2011,0,28
90745,2012,0,25
90745,2013,0,22
90745,2014,0,23
90745,2015,0,27
90745,2016,0,20
90745,2017,0,21
90745,2018,0,27
90745,2019,0,32
90745,2020,0,33
90745,2021,0,7
90745,2022,0,15
90755,2010,0,1
90755,2011,0,0
90755,2012,0,0
90755,2013,0,0
90755,2014,0,0
90755,2015,0,0
90755,2016,0,0
90755,2017,0,0
90755,2018,0,0
90755,2019,0,0
90755,2020,0,0
90755,2021,0,0
90755,2022,0,0
90802,2010,0,0
90802,2011,0,4
90802,2012,0,2
90802,2013,0,0
90802,2014,0,0
90802,2015,0,1
90802,2016,0,1
90802,2017,0,0
90802,2018,0,1
90802,2019,0,0
90802,2020,0,0
90802,2021,0,1
90802,2022,0,0
90803,2010,0,1
90803,2011,0,0
90803,2012,0,0
90803,2013,0,0
90803,2014,0,0
90803,2015,0,0
90803,2016,0,0
90803,2017,0,0
90803,2018,0,0
90803,2019,0,0
90803,2020,0,0
90803,2021,0,0
90803,2022,0,0
90804,2010,0,0
90804,2011,0,2
90804,2012,0,1
90804,2013,0,0
90804,2014,0,1
90804,2015,0,0
90804,2016,0,0
90804,2017,0,0
90804,2018,0,0
90804,2019,0,0
90804,2020,0,0
90804,2021,0,0
90804,2022,0,0
90805,2010,0,1
90805,2011,0,0
90805,2012,0,0
90805,2013,0,0
90805,2014,0,1
90805,2015,0,0
90805,2016,0,0
90805,2017,0,0
90805,2018,0,0
90805,2019,0,0
90805,2020,0,0
90805,2021,0,0
90805,2022,0,0
90806,2010,0,2
90806,2011,0,0
90806,2012,0,0
90806,2013,0,0
90806,2014,0,0
90806,2015,0,0
90806,2016,0,0
90806,2017,0,0
90806,2018,0,0
90806,2019,0,0
90806,2020,0,0
90806,2021,0,0
90806,2022,0,0
90807,2010,0,1
90807,2011,0,0
90807,2012,0,0
90807,2013,0,0
90807,2014,0,0
90807,2015,0,0
90807,2016,0,0
90807,2017,0,0
90807,2018,0,0
90807,2019,0,0
90807,2020,0,0
90807,2021,0,0
90807,2022,0,0
90810,2010,0,16
90810,2011,0,15
90810,2012,0,22
90810,2013,0,13
90810,2014,0,16
90810,2015,0,17
90810,2016,0,29
90810,2017,0,30
90810,2018,0,21
90810,2019,0,23
90810,2020,0,19
90810,2021,0,12
90810,2022,0,9
90813,2010,0,0
90813,2011,0,1
90813,2012,0,1
90813,2013,0,0
90813,2014,0,1
90813,2015,0,0
90813,2016,0,0
90813,2017,0,0
90813,2018,0,0
90813,2019,0,0
90813,2020,0,0
90813,2021,0,0
90813,2022,0,0
90814,2010,0,2
90814,2011,0,0
90814,2012,0,1
90814,2013,0,2
90814,2014,0,1
90814,2015,0,0
90814,2016,0,0
90814,2017,0,0
90814,2018,0,0
90814,2019,0,0
90814,2020,0,0
90814,2021,0,0
90814,2022,0,0
90815,2010,0,0
90815,2011,0,0
90815,2012,0,1
90815,2013,0,0
90815,2014,0,0
90815,2015,0,0
90815,2016,0,0
90815,2017,0,0
90815,2018,0,0
90815,2019,0,0
90815,2020,0,0
90815,2021,0,0
90815,2022,0,0
90822,2010,0,2
90822,2011,0,4
90822,2012,0,5
90822,2013,0,0
90822,2014,0,2
90822,2015,0,0
90822,2016,0,0
90822,2017,0,0
90822,2018,0,0
90822,2019,0,0
90822,2020,0,0
90822,2021,0,0
90822,2022,0,0
90831,2010,0,1
90831,2011,0,3
90831,2012,0,5
90831,2013,0,4
90831,2014,0,4
90831,2015,0,1
90831,2016,0,3
90831,2017,0,6
90831,2018,0,1
90831,2019,0,4
90831,2020,0,4
90831,2021,0,1
90831,2022,0,1
91008,2010,0,0
91008,2011,0,1
91008,2012,0,3
91008,2013,0,1
91008,2014,0,0
91008,2015,0,0
91008,2016,0,0
91008,2017,0,0
91008,2018,0,0
91008,2019,0,0
91008,2020,0,0
91008,2021,0,0
91008,2022,0,0
91010,2010,0,0
91010,2011,0,1
91010,2012,0,1
91010,2013,0,0
91010,2014,0,0
91010,2015,0,0
91010,2016,0,0
91010,2017,0,0
91010,2018,0,0
91010,2019,0,0
91010,2020,0,0
91010,2021,0,0
91010,2022,0,0
91016,2010,0,0
91016,2011,0,0
91016,2012,0,0
91016,2013,0,1
91016,2014,0,0
91016,2015,0,0
91016,2016,0,0
91016,2017,0,0
91016,2018,0,0
91016,2019,0,0
91016,2020,0,0
91016,2021,0,0
91016,2022,0,0
91030,2010,0,3
91030,2011,0,4
91030,2012,0,5
91030,2013,0,7
91030,2014,0,5
91030,2015,0,5
91030,2016,0,4
91030,2017,0,7
91030,2018,0,4
91030,2019,0,3
91030,2020,0,6
91030,2021,0,1
91030,2022,0,4
91040,2010,2,241
91040,2011,1,239
91040,2012,2,252
91040,2013,2,247
91040,2014,1,222
91040,2015,2,261
91040,2016,2,265
91040,2017,2,259
91040,2018,2,289
91040,2019,2,262
91040,2020,2,256
91040,2021,0,94
91040,2022,0,72
91042,2010,0,1
91042,2011,0,2
91042,2012,0,0
91042,2013,0,2
91042,2014,0,2
91042,2015,0,4
91042,2016,0,3
91042,2017,0,2
91042,2018,0,3
91042,2019,0,5
91042,2020,0,4
91042,2021,0,1
91042,2022,0,0
91104,2010,0,1
91104,2011,0,1
91104,2012,0,0
91104,2013,0,0
91104,2014,0,0
91104,2015,0,0
91104,2016,0,0
91104,2017,0,0
91104,2018,0,0
91104,2019,0,0
91104,2020,0,0
91104,2021,0,0
91104,2022,0,0
91105,2010,0,2
91105,2011,0,0
91105,2012,0,2
91105,2013,0,3
91105,2014,0,0
91105,2015,0,0
91105,2016,0,1
91105,2017,0,1
91105,2018,0,0
91105,2019,0,0
91105,2020,0,0
91105,2021,0,0
91105,2022,0,1
91201,2010,0,5
91201,2011,0,5
91201,2012,0,6
91201,2013,0,7
91201,2014,0,13
91201,2015,0,10
91201,2016,0,6
91201,2017,0,13
91201,2018,0,11
91201,2019,0,12
91201,2020,0,4
91201,2021,0,4
91201,2022,0,3
91203,2010,0,4
91203,2011,0,7
91203,2012,0,1
91203,2013,0,7
91203,2014,0,7
91203,2015,0,3
91203,2016,0,4
91203,2017,0,2
91203,2018,0,7
91203,2019,0,8
91203,2020,0,3
91203,2021,0,1
91203,2022,0,2
91204,2010,0,57
91204,2011,0,58
91204,2012,0,68
91204,2013,0,49
91204,2014,0,58
91204,2015,0,58
91204,2016,0,49
91204,2017,0,50
91204,2018,0,55
91204,2019,0,54
91204,2020,0,33
91204,2021,0,17
91204,2022,0,14
91205,2010,1,127
91205,2011,0,107
91205,2012,1,122
91205,2013,0,112
91205,2014,1,131
91205,2015,1,127
91205,2016,1,140
91205,2017,0,120
91205,2018,1,137
91205,2019,1,175
91205,2020,1,137
91205,2021,0,45
91205,2022,0,32
91206,2010,0,1
91206,2011,0,3
91206,2012,0,1
91206,2013,0,2
91206,2014,0,1
91206,2015,0,0
91206,2016,0,0
91206,2017,0,1
91206,2018,0,1
91206,2019,0,1
91206,2020,0,1
91206,2021,0,0
91206,2022,0,0
91210,2010,0,7
91210,2011,0,5
91210,2012,0,7
91210,2013,0,10
91210,2014,0,2
91210,2015,0,10
91210,2016,0,11
91210,2017,0,16
91210,2018,0,13
91210,2019,0,30
91210,2020,0,22
91210,2021,0,3
91210,2022,0,3
91214,2010,0,50
91214,2011,0,42
91214,2012,0,36
91214,2013,0,41
91214,2014,0,37
91214,2015,0,31
91214,2016,0,51
91214,2017,0,40
91214,2018,0,41
91214,2019,0,39
91214,2020,0,31
91214,2021,0,7
91214,2022,0,10
91303,2010,2,606
91303,2011,2,608
91303,2012,2,655
91303,2013,2,526
91303,2014,2,590
91303,2015,2,704
91303,2016,2,753
91303,2017,2,797
91303,2018,2,796
91303,2019,2,853
91303,2020,2,525
91303,2021,1,200
91303,2022,1,196
91304,2010,2,563
91304,2011,2,581
91304,2012,2,560
91304,2013,2,552
91304,2014,2,572
91304,2015,2,687
91304,2016,2,677
91304,2017,2,691
91304,2018,2,693
91304,2019,2,722
91304,2020,2,475
91304,2021,1,218
91304,2022,1,190
91306,2010,2,400
91306,2011,2,397
91306,2012,2,388
91306,2013,2,369
91306,2014,2,375
91306,2015,2,441
91306,2016,2,461
91306,2017,2,464
91306,2018,2,478
91306,2019,2,445
91306,2020,2,356
91306,2021,1,141
91306,2022,0,113
91307,2010,0,29
91307,2011,0,28
91307,2012,0,40
91307,2013,0,36
91307,2014,0,33
91307,2015,0,36
91307,2016,0,51
91307,2017,0,50
91307,2018,0,31
91307,2019,0,49
91307,2020,0,24
91307,2021,0,9
91307,2022,0,19
91311,2010,1,138
91311,2011,1,123
91311,2012,1,134
91311,2013,0,114
91311,2014,1,133
91311,2015,1,147
91311,2016,1,195
91311,2017,1,163
91311,2018,1,159
91311,2019,1,165
91311,2020,0,102
91311,2021,0,57
91311,2022,0,46
91316,2010,1,195
91316,2011,1,180
91316,2012,1,191
91316,2013,1,169
91316,2014,1,198
91316,2015,1,191
91316,2016,1,186
91316,2017,1,201
91316,2018,1,235
91316,2019,1,207
91316,2020,1,168
91316,2021,0,56
91316,2022,0,64
91321,2010,0,23
91321,2011,0,33
91321,2012,0,12
91321,2013,0,13
91321,2014,0,13
91321,2015,0,21
91321,2016,0,23
91321,2017,0,29
91321,2018,0,25
91321,2019,0,9
91321,2020,0,14
91321,2021,0,7
91321,2022,0,6
91324,2010,2,580
91324,2011,2,594
91324,2012,2,574
91324,2013,2,543
91324,2014,2,590
91324,2015,2,778
91324,2016,2,693
91324,2017,2,788
91324,2018,2,746
91324,2019,2,781
91324,2020,2,510
91324,2021,1,196
91324,2022,1,199
91325,2010,2,389
91325,2011,2,445
91325,2012,2,359
91325,2013,2,376
91325,2014,2,395
91325,2015,2,513
91325,2016,2,504
91325,2017,2,509
91325,2018,2,575
91325,2019,2,561
91325,2020,2,426
91325,2021,1,159
91325,2022,1,168
91326,2010,1,154
91326,2011,1,169
91326,2012,1,169
91326,2013,1,172
91326,2014,1,159
91326,2015,1,198
91326,2016,1,222
91326,2017,1,217
91326,2018,1,219
91326,2019,1,226
91326,2020,1,156
91326,2021,0,57
91326,2022,0,61
91331,2010,2,476
91331,2011,2,491
91331,2012,2,498
91331,2013,2,445
91331,2014,2,483
91331,2015,2,536
91331,2016,2,600
91331,2017,2,645
91331,2018,2,673
91331,2019,2,693
91331,2020,2,617
91331,2021,2,250
91331,2022,1,236
91335,2010,2,652
91335,2011,2,710
91335,2012,2,666
91335,2013,2,635
91335,2014,2,711
91335,2015,2,715
91335,2016,2,769
91335,2017,2,820
91335,2018,2,878
91335,2019,2,848
91335,2020,2,612
91335,2021,2,259
91335,2022,2,243
91340,2010,2,386
91340,2011,2,408
91340,2012,2,403
91340,2013,2,405
91340,2014,2,432
91340,2015,2,473
91340,2016,2,583
91340,2017,2,615
91340,2018,2,567
91340,2019,2,623
91340,2020,2,538
91340,2021,1,216
91340,2022,1,209
91342,2010,0,28
91342,2011,0,15
91342,2012,0,25
91342,2013,0,21
91342,2014,0,30
91342,2015,0,33
91342,2016,0,37
91342,2017,0,47
91342,2018,0,29
91342,2019,0,32
91342,2020,0,31
91342,2021,0,23
91342,2022,0,13
91343,2010,2,589
91343,2011,2,605
91343,2012,2,651
91343,2013,2,652
91343,2014,2,674
91343,2015,2,777
91343,2016,2,915
91343,2017,2,882
91343,2018,2,885
91343,2019,2,920
91343,2020,2,742
91343,2021,2,275
91343,2022,2,273
91344,2010,2,323
91344,2011,2,276
91344,2012,2,263
91344,2013,2,256
91344,2014,2,292
91344,2015,2,342
91344,2016,2,350
91344,2017,2,371
91344,2018,2,379
91344,2019,2,380
91344,2020,2,282
91344,2021,1,130
91344,2022,1,123
91345,2010,2,347
91345,2011,2,325
91345,2012,2,337
91345,2013,2,322
91345,2014,2,309
91345,2015,2,400
91345,2016,2,431
91345,2017,2,460
91345,2018,2,467
91345,2019,2,521
91345,2020,2,364
91345,2021,1,157
91345,2022,1,151
91352,2010,1,173
91352,2011,1,155
91352,2012,1,156
91352,2013,1,130
91352,2014,1,159
91352,2015,1,164
91352,2016,1,175
91352,2017,1,186
91352,2018,1,215
91352,2019,1,200
91352,2020,1,177
91352,2021,0,106
91352,2022,0,75
91356,2010,1,182
91356,2011,1,182
91356,2012,1,189
91356,2013,1,196
91356,2014,1,186
91356,2015,1,178
91356,2016,1,205
91356,2017,1,212
91356,2018,1,237
91356,2019,1,215
91356,2020,1,157
91356,2021,0,52
91356,2022,0,71
91364,2010,0,65
91364,2011,0,80
91364,2012,0,62
91364,2013,0,51
91364,2014,0,50
91364,2015,0,71
91364,2016,0,80
91364,2017,0,97
91364,2018,0,72
91364,2019,0,84
91364,2020,0,51
91364,2021,0,25
91364,2022,0,19
91367,2010,2,356
91367,2011,2,371
91367,2012,2,319
91367,2013,2,322
91367,2014,2,361
91367,2015,2,418
91367,2016,2,410
91367,2017,2,459
91367,2018,2,440
91367,2019,2,436
91367,2020,2,273
91367,2021,0,80
91367,2022,0,116
91382,2010,0,0
91382,2011,0,0
91382,2012,0,0
91382,2013,0,3
91382,2014,0,1
91382,2015,0,0
91382,2016,0,0
91382,2017,0,0
91382,2018,0,0
91382,2019,0,0
91382,2020,0,0
91382,2021,0,0
91382,2022,0,0
91383,2010,0,15
91383,2011,0,14
91383,2012,0,12
91383,2013,0,20
91383,2014,0,3
91383,2015,0,26
91383,2016,0,25
91383,2017,0,26
91383,2018,0,32
91383,2019,0,24
91383,2020,0,19
91383,2021,0,10
91383,2022,0,14
91401,2010,2,365
91401,2011,2,356
91401,2012,2,346
91401,2013,2,344
91401,2014,2,394
91401,2015,2,405
91401,2016,2,483
91401,2017,2,421
91401,2018,2,478
91401,2019,2,446
91401,2020,2,294
91401,2021,1,124
91401,2022,0,115
91402,2010,2,443
91402,2011,2,524
91402,2012,2,498
91402,2013,2,523
91402,2014,2,563
91402,2015,2,576
91402,2016,2,630
91402,2017,2,627
91402,2018,2,628
91402,2019,2,626
91402,2020,2,456
91402,2021,1,186
91402,2022,1,153
91403,2010,2,250
91403,2011,2,271
91403,2012,2,287
91403,2013,2,260
91403,2014,2,255
91403,2015,2,289
91403,2016,2,335
91403,2017,2,294
91403,2018,2,289
91403,2019,2,336
91403,2020,1,174
91403,2021,0,74
91403,2022,0,67
91405,2010,2,742
91405,2011,2,790
91405,2012,2,766
91405,2013,2,791
91405,2014,2,773
91405,2015,2,903
91405,2016,2,977
91405,2017,2,1061
91405,2018,2,991
91405,2019,2,1059
91405,2020,2,795
91405,2021,2,280
91405,2022,2,264
91406,2010,2,532
91406,2011,2,502
91406,2012,2,482
91406,2013,2,501
91406,2014,2,512
91406,2015,2,622
91406,2016,2,635
91406,2017,2,643
91406,2018,2,653
91406,2019,2,671
91406,2020,2,488
91406,2021,1,239
91406,2022,1,220
91411,2010,2,459
91411,2011,2,428
91411,2012,2,460
91411,2013,2,432
91411,2014,2,456
91411,2015,2,535
91411,2016,2,535
91411,2017,2,551
91411,2018,2,526
91411,2019,2,528
91411,2020,2,368
91411,2021,1,148
91411,2022,1,136
91423,2010,1,168
91423,2011,1,181
91423,2012,1,158
91423,2013,1,163
91423,2014,1,149
91423,2015,1,185
91423,2016,1,201
91423,2017,1,209
91423,2018,1,197
91423,2019,1,213
91423,2020,0,118
91423,2021,0,50
91423,2022,0,69
91436,2010,1,148
91436,2011,1,159
91436,2012,1,147
91436,2013,1,154
91436,2014,1,177
91436,2015,1,184
91436,2016,1,174
91436,2017,1,197
91436,2018,1,171
91436,2019,1,210
91436,2020,1,124
91436,2021,0,46
91436,2022,0,65
91501,2010,0,0
91501,2011,0,1
91501,2012,0,0
91501,2013,0,0
91501,2014,0,0
91501,2015,0,0
91501,2016,0,0
91501,2017,0,0
91501,2018,0,0
91501,2019,0,0
91501,2020,0,0
91501,2021,0,0
91501,2022,0,0
91502,2010,0,8
91502,2011,0,4
91502,2012,0,7
91502,2013,0,5
91502,2014,0,10
91502,2015,0,10
91502,2016,0,7
91502,2017,0,11
91502,2018,0,9
91502,2019,0,8
91502,2020,0,14
91502,2021,0,4
91502,2022,0,3
91504,2010,0,12
91504,2011,0,17
91504,2012,0,21
91504,2013,0,18
91504,2014,0,18
91504,2015,0,14
91504,2016,0,16
91504,2017,0,16
91504,2018,0,16
91504,2019,0,17
91504,2020,0,18
91504,2021,0,5
91504,2022,0,4
91505,2010,0,19
91505,2011,0,12
91505,2012,0,21
91505,2013,0,24
91505,2014,0,23
91505,2015,0,15
91505,2016,0,19
91505,2017,0,11
91505,2018,0,11
91505,2019,0,24
91505,2020,0,6
91505,2021,0,11
91505,2022,0,2
91506,2010,0,3
91506,2011,0,4
91506,2012,0,0
91506,2013,0,1
91506,2014,0,3
91506,2015,0,9
91506,2016,0,4
91506,2017,0,4
91506,2018,0,7
91506,2019,0,9
91506,2020,0,6
91506,2021,0,2
91506,2022,0,0
91601,2010,2,334
91601,2011,2,367
91601,2012,2,379
91601,2013,2,378
91601,2014,2,364
91601,2015,2,406
91601,2016,2,395
91601,2017,2,398
91601,2018,2,373
91601,2019,2,394
91601,2020,2,282
91601,2021,0,115
91601,2022,0,111
91602,2010,1,151
91602,2011,1,127
91602,2012,1,157
91602,2013,1,127
91602,2014,1,137
91602,2015,1,180
91602,2016,1,177
91602,2017,1,159
91602,2018,1,124
91602,2019,1,174
91602,2020,0,113
91602,2021,0,32
91602,2022,0,38
91604,2010,1,177
91604,2011,1,180
91604,2012,1,182
91604,2013,1,168
91604,2014,1,168
91604,2015,1,166
91604,2016,1,172
91604,2017,1,161
91604,2018,1,155
91604,2019,1,195
91604,2020,1,130
91604,2021,0,52
91604,2022,0,51
91605,2010,2,707
91605,2011,2,740
91605,2012,2,676
91605,2013,2,652
91605,2014,2,684
91605,2015,2,827
91605,2016,2,811
91605,2017,2,902
91605,2018,2,860
91605,2019,2,942
91605,2020,2,740
91605,2021,2,295
91605,2022,2,252
91606,2010,2,453
91606,2011,2,495
91606,2012,2,515
91606,2013,2,450
91606,2014,2,495
91606,2015,2,505
91606,2016,2,521
91606,2017,2,536
91606,2018,2,541
91606,2019,2,597
91606,2020,2,441
91606,2021,1,163
91606,2022,1,138
91607,2010,2,309
91607,2011,2,312
91607,2012,2,283
91607,2013,2,251
91607,2014,2,256
91607,2015,2,333
91607,2016,2,314
91607,2017,2,307
91607,2018,2,282
91607,2019,2,325
91607,2020,1,227
91607,2021,0,74
91607,2022,0,72
91608,2010,0,109
91608,2011,0,100
91608,2012,1,121
91608,2013,0,91
91608,2014,0,111
91608,2015,0,120
91608,2016,0,120
91608,2017,1,128
91608,2018,0,119
91608,2019,1,128
91608,2020,0,82
91608,2021,0,48
91608,2022,0,25
91711,2010,0,1
91711,2011,0,3
91711,2012,0,0
91711,2013,0,0
91711,2014,0,1
91711,2015,0,0
91711,2016,0,0
91711,2017,0,0
91711,2018,0,0
91711,2019,0,0
91711,2020,0,0
91711,2021,0,0
91711,2022,0,0
91722,2010,0,0
91722,2011,0,0
91722,2012,0,0
91722,2013,0,1
91722,2014,0,1
91722,2015,0,0
91722,2016,0,0
91722,2017,0,0
91722,2018,0,0
91722,2019,0,0
91722,2020,0,0
91722,2021,0,0
91722,2022,0,0
91741,2010,0,0
91741,2011,0,2
91741,2012,0,0
91741,2013,0,0
91741,2014,0,0
91741,2015,0,0
91741,2016,0,0
91741,2017,0,0
91741,2018,0,0
91741,2019,0,0
91741,2020,0,0
91741,2021,0,0
91741,2022,0,0
91744,2010,0,0
91744,2011,0,1
91744,2012,0,0
91744,2013,0,0
91744,2014,0,2
91744,2015,0,0
91744,2016,0,0
91744,2017,0,0
91744,2018,0,0
91744,2019,0,0
91744,2020,0,0
91744,2021,0,0
91744,2022,0,0
91763,2010,0,0
91763,2011,0,0
91763,2012,0,1
91763,2013,0,0
91763,2014,0,0
91763,2015,0,0
91763,2016,0,0
91763,2017,0,0
91763,2018,0,0
91763,2019,0,0
91763,2020,0,0
91763,2021,0,0
91763,2022,0,0
91767,2010,0,1
91767,2011,0,1
91767,2012,0,1
91767,2013,0,0
91767,2014,0,1
91767,2015,0,0
91767,2016,0,0
91767,2017,0,0
91767,2018,0,0
91767,2019,0,0
91767,2020,0,0
91767,2021,0,0
91767,2022,0,0
91773,2010,0,0
91773,2011,0,0
91773,2012,0,0
91773,2013,0,2
91773,2014,0,0
91773,2015,0,0
91773,2016,0,0
91773,2017,0,0
91773,2018,0,0
91773,2019,0,0
91773,2020,0,0
91773,2021,0,0
91773,2022,0,0
91801,2010,0,0
91801,2011,0,0
91801,2012,0,1
91801,2013,0,0
91801,2014,0,0
91801,2015,0,1
91801,2016,0,0
91801,2017,0,0
91801,2018,0,0
91801,2019,0,0
91801,2020,0,0
91801,2021,0,0
91801,2022,0,0
91803,2010,0,0
91803,2011,0,1
91803,2012,0,0
91803,2013,0,0
91803,2014,0,0
91803,2015,0,0
91803,2016,0,0
91803,2017,0,0
91803,2018,0,0
91803,2019,0,0
91803,2020,0,0
91803,2021,0,0
91803,2022,0,0
93534,2010,0,0
93534,2011,0,0
93534,2012,0,1
93534,2013,0,0
93534,2014,0,0
93534,2015,0,0
93534,2016,0,0
93534,2017,0,0
93534,2018,0,0
93534,2019,0,0
93534,2020,0,0
93534,2021,0,0
93534,2022,0,0
93551,2010,0,1
93551,2011,0,2
93551,2012,0,0
93551,2013,0,0
93551,2014,0,2
93551,2015,0,0
93551,2016,0,0
93551,2017,0,0
93551,2018,0,0
93551,2019,0,0
93551,2020,0,0
93551,2021,0,0
93551,2022,0,0
97003,2010,0,3
97003,2011,0,3
97003,2012,1,132
97003,2013,0,8
97003,2014,1,141
97003,2015,0,0
97003,2016,0,2
97003,2017,0,4
97003,2018,0,1
97003,2019,0,4
97003,2020,1,208
97003,2021,1,160
97003,2022,0,0
